journal_abbrev,oldest_PMID,newest_PMID,random_PMID,FindIt_coverage
Angle Orthod,38775040,38775040,37302140,False
Anglo Ger Med Rev,4655643,4655643,4347841,False
Anim Behav,38505105,38505105,29497179,False
Anim Blood Groups Biochem Genet,4073597,4073597,4073591,False
Anim Genet,N/A,N/A,N/A,True
Ann Acad Med Stetin,25518104,25518104,24669436,False
Ann Acad Sci Fenn Biol,900582,900582,128304,False
Ann Acad Med Stetin Supl,6953775,6953775,44441,False
Ann Acad Sci Fenn A,3826767,3826767,3826765,False
Ann Allergy,7998669,7998669,7978535,False
Ann Anat Pathol (Paris),7458014,7458014,496082,False
Ann Anesthesiol Fr,6170239,6170239,6117227,False
Ann Appl Biol,38516560,38516560,19280792,False
Ann Aust Coll Dent Surg,5291729,5291729,5262459,False
Ann Emerg Med,N/A,N/A,N/A,True
Ann Biol Anim Biochim Biophys,4617534,4617534,4133410,False
Ann Biol Clin (Paris),N/A,N/A,N/A,True
Ann Fr Anesth Reanim,25497172,25497172,25464911,False
Ann Biomed Eng,N/A,N/A,N/A,True
Ann Cardiol Angeiol (Paris),38788259,38788259,37688973,False
Ann Chir,17112457,17112457,16643842,False
Ann Chir Gynaecol Fenn,1243609,1243609,1217849,False
Ann Chir Infant,4661407,4661407,5151076,False
Ann Chir Gynaecol,N/A,N/A,N/A,True
Ann Chir Gynaecol Suppl,12016752,12016752,8154830,False
Ann Chir Gynaecol Fenn Suppl,1106311,1106311,5241245,False
Ann Chir Plast,7159044,7159044,6760787,False
Ann Chir Plast Esthet,38897881,38897881,37516637,False
Ann Chir Thorac Cardiovasc,747368,747368,337887,False
Ann Am Acad Pol Soc Sci,37366474,37366474,27471323,False
Ann Clin Biochem,N/A,N/A,N/A,True
Ann Clin Lab Sci,38802165,38802165,37945017,False
Ann Clin Res,3408221,3408221,3674731,False
Ann Acad Med Singap,N/A,N/A,N/A,True
Ann Dent,15061164,15061164,8267373,False
Ann Dermatol Syphiligr (Paris),1088061,1088061,1008525,False
Ann Endocrinol (Paris),N/A,N/A,N/A,True
Ann Entomol Soc Am,38486925,38486925,5461192,False
Ann Gastroenterol Hepatol (Paris),8920079,8920079,7847788,False
Ann Genet,N/A,N/A,N/A,True
Ann Histochim,1233917,1233917,128314,False
Ann Hum Biol,38863372,38863372,37431939,False
Ann Hum Genet,N/A,N/A,N/A,True
Ann Nutr Metab,N/A,N/A,N/A,True
Ann Immunol (Paris),6529187,6529187,6433780,False
Ann Immunol Hung,552228,552228,4808018,False
Ann Inst Pasteur (Paris),4676284,4676284,4659554,False
Ann Inst Pasteur Immunol (1985),3740799,3740799,4083824,False
Ann Inst Pasteur Lille,5170684,5170684,4122829,False
Anticancer Res,N/A,N/A,N/A,True
Ann Inst Pasteur Microbiol (1985),3435055,3435055,3314677,False
Acta Odontol Pediatr,3483323,3483323,6599239,False
Ann ICRP,38143301,38143301,33272022,False
Ann Intern Med,N/A,N/A,N/A,True
Ann Ist Carlo Forlanini,5409301,5409301,5973680,False
Ann Ist Super Sanita,38088398,38088398,34554119,False
Ann Ital Chir,38684507,38684507,38051509,False
Ann Laringol Otol Rinol Faringol,2782768,2782768,802692,False
Ann Med Exp Biol Fenn,4774081,4774081,5492146,False
Ann Med Intern Fenn,5731351,5731351,5935931,False
Ann Med Interne (Paris),15338555,15338555,12910037,False
Ann Med Leg Criminol Police Sci Toxicol,5632646,5632646,5632676,False
Ann Med Nancy,5904743,5904743,5838037,False
Ann Med Nav (Roma),5050887,5050887,5582048,False
Ann Med Psychol (Paris),37006457,37006457,8929054,False
Ann Microbiol (Paris),6532283,6532283,6721328,False
Ann Nestle Fr,5318251,5318251,5318251,False
Ann Nutr Aliment,7469263,7469263,6781394,False
Ann N Y Acad Sci,N/A,N/A,N/A,True
Ann Occup Hyg,27806945,27806945,27190072,False
Ann Ocul (Paris),4662089,4662089,5053185,False
Ann Odontostomatol (Lyon),4663339,4663339,4657857,False
Ann Ophthalmol,7944163,7944163,8198361,False
Ann Osp Maria Vittoria Torino,1839758,1839758,6085882,False
Ann Ostet Ginecol Med Perinat,8328770,8328770,1285374,False
Ann Otol Rhinol Laryngol,38910392,38910392,37688447,False
Ann Otol Rhinol Laryngol Suppl,22616278,22616278,11968860,False
Ann Otolaryngol Chir Cervicofac,19932466,19932466,18786666,False
Ann Ottalmol Clin Ocul,5170385,5170385,5408123,False
Ann Dermatol Venereol,38848643,38848643,38537431,False
Ann Paediatr,6012799,6012799,5897672,False
Ann Paediatr Fenn,5753474,5753474,6079716,False
Ann Parasitol Hum Comp,8494299,8494299,1805682,False
Ann Pediatr (Paris),8129339,8129339,8239390,False
Ann Pharm Fr,38871117,38871117,38387835,False
Ann Plast Surg,N/A,N/A,N/A,True
Ann Phys Med,5468099,5468099,5658372,False
Ann R Coll Surg Engl,38873837,38873837,38563059,False
Ann Radiol (Paris),9846441,9846441,8787304,False
Annu Conf Res Med Educ,7347552,7347552,7006495,False
Ann Radiol Diagn (Bologna),5569891,5569891,5743818,False
Proc Annu Conf Res Med Educ,6561949,6561949,6564874,False
Annu Rev Neurosci,38724026,38724026,35440141,False
Ann Rech Vet,1610081,1610081,1610079,False
Arch Anat Cytol Pathol,10089686,10089686,9339002,False
Archit Rec,27491130,27491130,15357237,False
ANNA J,10876478,10876478,10876476,False
Ann Rheum Dis,N/A,N/A,N/A,True
Ann Sanita Pubblica,5170150,5170150,5512100,False
Ann Sclavo,6615043,6615043,7187858,False
Ann Soc Belg Med Trop,8669980,8669980,7726667,False
Ann Soc R Sci Med Nat Brux,5599984,5599984,14894928,False
Ann Stomatol (Roma),29682226,29682226,24611093,False
Ann Surg,N/A,N/A,N/A,True
Ann Chir Main,2818044,2818044,3044289,False
Ann Thorac Surg,N/A,N/A,N/A,True
Ann Trop Med Parasitol,22325824,22325824,22185948,False
Ann Univ Mariae Curie Sklodowska Med,16146145,16146145,16146133,False
Antibiot Khimioter,29874452,29874452,29874450,False
Arch Androl,18357967,18357967,17028090,False
Arch Belg,2700065,2700065,2610575,False
Ann Univ Sarav Med,1022193,1022193,5895827,False
Ann Urol (Paris),18540566,18540566,18297902,False
Ann Neurol,N/A,N/A,N/A,True
Ann R Australas Coll Dent Surg,24783847,24783847,16479861,False
Ann Trop Paediatr,22041473,22041473,20522302,False
Annee Biol,5495702,5495702,5799987,False
Annee Endocrinol,4800123,4800123,5591179,False
Annee Psychol,25937640,25937640,7337429,False
Annee Ther Clin Ophtalmol,3272112,3272112,3332595,False
Proc Annu Manage Conf Am Dent Assoc,4515107,4515107,4515093,False
Annu Rep Res Inst Environ Med Nagoya Univ,5044028,5044028,5385344,False
Annu Rev Biochem,38768392,38768392,35729072,False
Annu Rev Biophys Bioeng,6742801,6742801,6167200,False
Annu Rev Entomol,38270987,38270987,32931312,False
Annu Rev Genet,38876121,38876121,31537104,False
Annu Rev Med,38285516,38285516,34669431,False
Annu Rev Microbiol,38848579,38848579,34343017,False
Annu Rev Nucl Sci,4900905,4900905,13606759,False
Annu Rev Pharmacol,1096797,1096797,4402441,False
Annu Rev Pharmacol Toxicol,38261428,38261428,34516292,False
Annu Rev Physiol,38345908,38345908,37871124,False
Annu Rev Rehabil,3566217,3566217,2932051,False
ANS Adv Nurs Sci,38864677,38864677,35704420,False
Annu Rev Psychol,38236652,38236652,34587780,False
ANPHI Pap,1842890,1842890,6570995,False
Anthropol Anz,38912850,38912850,37539649,False
Antibiot Chemother (1971),10874466,10874466,1610132,False
Quad Antibiot,1088739,1088739,1088734,False
Antibiotica,879719,879719,4949767,False
Antibiotiki,6524895,6524895,6486748,False
Antibiot Med Biotekhnol,3501939,3501939,3426182,False
Antimicrob Agents Chemother,N/A,N/A,N/A,True
Antioquia Med,6007517,6007517,14491581,False
Antiviral Res,N/A,N/A,N/A,True
Antonie Van Leeuwenhoek,N/A,N/A,N/A,True
Anu Bras Odontol,4613267,4613267,4531836,False
AORN J,38804747,38804747,38536409,False
Apex,33889222,33889222,4513887,False
Apollonia (Malmo),6599740,6599740,5284971,False
Apollonia (Sydney),5274603,5274603,5236315,False
APIC,10297678,10297678,10297509,False
Appetite,N/A,N/A,N/A,True
Appl Microbiol,1211935,1211935,811162,False
Appl Environ Microbiol,N/A,N/A,N/A,True
Adm Radiol,10155049,10155049,10138355,False
Appl Biochem Biotechnol,N/A,N/A,N/A,True
Appl Neurophysiol,3421702,3421702,3329878,False
Appl Res Ment Retard,3963809,3963809,3752992,False
Appl Ther,5317511,5317511,5350033,False
Aptechn Delo,6001314,6001314,4878104,False
Arb Paul Ehrlich Inst Georg Speyer Haus Ferdinand Blum Inst Frankf A M,3389823,3389823,6625580,False
Appl Nurs Res,38796256,38796256,37423683,False
Arch Anat Histol Embryol,8881561,8881561,8881554,False
Arch Anat Microsc Morphol Exp,3827252,3827252,4073913,False
Arch Anat Pathol (Paris),1225226,1225226,1164018,False
Arch Argent Dermatol,5522774,5522774,5405025,False
Arch Argent Pediatr,38861644,38861644,38856674,False
Fortschr Geb Rontgenstrahlen Nuklearmed Erganzungsbd,2568817,2568817,2877633,False
Arch Belg Dermatol,4480649,4480649,4469423,False
Arch Belg Dermatol Syphiligr,4789511,4789511,4258820,False
Arch Belg Med Soc,7348147,7348147,7316515,False
Arch Biochem Biophys,N/A,N/A,N/A,True
Arch Biol (Liege),7235729,7235729,95244,False
Gan To Kagaku Ryoho,N/A,N/A,N/A,True
Arch Biol Med Exp,10722404,10722404,3256271,False
Arch Chir Neerl,534445,534445,848965,False
Arch Chir Torac Cardiovasc,1031265,1031265,5477677,False
Arch Col Med El Salv,6011080,6011080,13969808,False
Arch De Vecchi Anat Patol,6680295,6680295,6680280,False
ARN J,6905721,6905721,6901479,False
Arch Dermatol,N/A,N/A,N/A,True
Arch Dermatol Forsch,1164042,1164042,1167222,False
Arch Dermatol Res,N/A,N/A,N/A,True
Arch Dis Child,N/A,N/A,N/A,True
Arch Maragliano Patol Clin,7046651,7046651,400623,False
Arch Enferm Coraz Vasos,5853652,5853652,18098509,False
Arch Environ Contam Toxicol,N/A,N/A,N/A,True
Arch Environ Health,16789484,16789484,16238166,False
Arch Gynecol,3827316,3827316,4073948,False
Arch Psychiatr Nurs,38789240,38789240,37813494,False
Arch Gynecol Obstet,N/A,N/A,N/A,True
Arch Esp Morfol,5627810,5627810,5594416,False
Arch Farmacol Toxicol,3619505,3619505,6508364,False
Arch Esp Urol,38840292,38840292,37960955,False
Arch Exp Veterinarmed,1838682,1838682,2117430,False
Arch Fisiol,555321,555321,4802463,False
Arch Fr Mal App Dig,1027391,1027391,1022201,False
Arch Fr Pediatr,8053787,8053787,8002726,False
Arch Fund Roux Ocefa,901145,901145,5156288,False
Arch Gen Psychiatry,N/A,N/A,N/A,True
Arch Genet (Zur),389192,389192,828034,False
Arch Gesamte Psychol,5387140,5387140,5924073,False
Arch Gesamte Virusforsch,32382163,32382163,4856772,False
Arch Geschwulstforsch,2390005,2390005,2369279,False
Arch Gynakol,581445,581445,579930,False
Arch Hist Med (Warsz),3893377,3893377,6351793,False
Arch Histol Norm Patol,5861246,5861246,13522447,False
Arch Hist Filoz Med,17644996,17644996,11768370,False
Arch Histol Jpn,3481542,3481542,2449873,False
Arch Hyg Bakteriol,5569914,5569914,4916868,False
Arch Immunol Ther Exp (Warsz),N/A,N/A,N/A,True
Arch Biol Andina,753200,753200,753199,False
Arch Inst Biol Andina,4807525,4807525,5162449,False
Arch Pathol Lab Med,38889905,38889905,38353277,False
Arch Inst Cardiol Mex,11534103,11534103,10855407,False
Arch Inst Farmacol Exp (Madr),5144049,5144049,5606788,False
Arch Gerontol Geriatr,N/A,N/A,N/A,True
Arch Inst Pasteur Alger,11256322,11256322,3275400,False
Arch Inst Pasteur Madagascar,15678823,15678823,15678815,False
Arch Inst Pasteur Tunis,26485772,26485772,20707219,False
Arch Int Pharmacodyn Ther,9125002,9125002,7625881,False
Arch Int Physiol Biochim,1705785,1705785,2483801,False
Arch Intern Med,23753132,23753132,23752558,False
Arch Invest Med (Mex),1844121,1844121,1819991,False
Arch Ital Anat Embriol,1822953,1822953,2634951,False
Arch Ital Anat Istol Patol,5525007,5525007,14260501,False
Arch Ital Biol,36881917,36881917,27918063,False
Arch Ital Chir,5526188,5526188,5407509,False
Arch Ital Dermatol Venereol Sessuol,5558156,5558156,5385236,False
Arch Ital Laringol,5744223,5744223,5633657,False
Arch Ital Mal Appar Dig,5092175,5092175,5405273,False
Arch Ital Otol Rinol Laringol Patol Cervicofacc,4400139,4400139,4394237,False
Arch Ital Patol Clin Tumori,5521386,5521386,5998090,False
Arch Ital Pediatr Pueric,5408172,5408172,5621619,False
Arch Ital Sci Farmacol,5896314,5896314,5871031,False
Arch Ital Sci Med Trop Parassitol,5291965,5291965,5740693,False
Arch Ital Urol Nefrol,5130445,5130445,5396290,False
Nihon Geka Hokan,11246991,11246991,8678730,False
Arch Julius Klaus Stift Vererbungsforsch Sozialanthropol Rassenhyg,5409257,5409257,4936523,False
Arch Kinderheilkd,5166629,5166629,5126853,False
Arch Klin Exp Dermatol,5540502,5540502,5447133,False
Arch Klin Exp Ohren Nasen Kehlkopfheilkd,4785545,4785545,4785527,False
Arch Klin Med,5351235,5351235,5683861,False
Arch Kreislaufforsch,4646760,4646760,5151891,False
Arch Kriminol,29870183,29870183,29894601,False
Arch Latinoam Nutr,29870611,29870611,26336720,False
Arch Mal Appar Dig Mal Nutr,5856625,5856625,5856619,False
Arch Mal Coeur Vaiss,N/A,N/A,N/A,True
Arch Mal Prof,4660814,4660814,5079849,False
Arch Med Gen Trop,5855795,5855795,4379031,False
Arch Med Interna,5855621,5855621,14158929,False
Arch Med Panamenos,5840692,5840692,13991051,False
Arch Mediterr Med,5977860,5977860,6013691,False
Arch Microbiol,N/A,N/A,N/A,True
Arch Mikrobiol,4834634,4834634,4133060,False
Arch Monaldi Mal Torace,1306637,1306637,1845419,False
Arch Monaldi,3439840,3439840,6536233,False
Arch Neurobiol (Madr),11636599,11636599,1953308,False
Arch Odonto Estomatol,3151980,3151980,3151979,False
Arch Neurol,N/A,N/A,N/A,True
Arch Oftalmol B Aires,5151521,5151521,5137594,False
Arch Ohren Nasen Kehlkopfheilkd,5849968,5849968,5881082,False
Arch Ophtalmol (Paris),205202,205202,140646,False
Arch Ophthalmol,N/A,N/A,N/A,True
Arch Oral Biol,N/A,N/A,N/A,True
Arch Orthop Unfallchir,607926,607926,907549,False
Arch Ortop,5535794,5535794,5525813,False
ASDA News,1953426,1953426,6231014,False
Asian J Infect Dis,554603,554603,400100,False
Arch Ostet Ginecol,7188169,7188169,7337563,False
ASA Newsl,10241540,10241540,10237177,False
ASNA Rep,9025347,9025347,2818296,False
Arch Otolaryngol,4062659,4062659,4038142,False
Arch Otorhinolaryngol,2787982,2787982,2533488,False
Arch Otorhinolaryngol Suppl,1867575,1867575,3868985,False
Arch Pathol,1239266,1239266,1093538,False
Arch Patol Clin Med,5113918,5113918,5633485,False
Ars Curandi Odontol,7011288,7011288,295624,False
Arukoru Kenkyuto Yakubutsu Ison,8588752,8588752,1492801,False
Arch Pediatr Urug,5856790,5856790,5842167,False
Assoc Manage,10292899,10292899,10308841,False
Arteriosclerosis,2244864,2244864,2206112,False
Arch Pharm (Weinheim),N/A,N/A,N/A,True
Arch Orthop Trauma Surg (1978),3422803,3422803,3382333,False
Arch Phys Med Rehabil,38914190,38914190,38412898,False
Arch Phys Ther (Leipz),5531612,5531612,5721448,False
Arch Psicol Neurol Psichiatr,5149282,5149282,5149280,False
Arch Psychiatr Nervenkr (1970),6882186,6882186,6860123,False
Arch Psychol (Frankf),2288490,2288490,3442475,False
Arch Putti Chir Organi Mov,1843082,1843082,1843072,False
Arch Roum Pathol Exp Microbiol,2135162,2135162,1713761,False
Arch Sci Biol (Bologna),555327,555327,5521209,False
Arch Sci Med (Torino),6673713,6673713,6882202,False
Arch Sci Physiol (Paris),4619963,4619963,4470402,False
Arch Sex Behav,N/A,N/A,N/A,True
Arch Stomatol (Napoli),2100497,2100497,2487926,False
Arch Surg,N/A,N/A,N/A,True
Arch Tierernahr,14982324,14982324,12556045,False
Arch Tisiol Mal Appar Respir,5312744,5312744,4977268,False
Arch Toxicol,N/A,N/A,N/A,True
Arch Toxicol Suppl,9490610,9490610,9442316,False
Arch Toxikol,4826871,4826871,4674981,False
Arch Vet Ital,5169748,5169748,4884879,False
Arch Virol,N/A,N/A,N/A,True
Arerugi,38880638,38880638,38749711,False
Arcisp S Anna Ferrara,11634596,11634596,5399395,False
Arh Hig Rada Toksikol,N/A,N/A,N/A,True
Ariz Dent J,393208,393208,4501207,False
Ariz Med,4038093,4038093,4015426,False
Ariz Nurse,2241591,2241591,6907013,False
Ark Light Newsl,4485745,4485745,4485743,False
Ark Dent J,2126426,2126426,4210161,False
AN Ark Nurse,4215403,4215403,4215403,False
Artery,37674758,37674758,25685244,False
Arkh Anat Gistol Embriol,1845507,1845507,1843428,False
Arkh Patol,38881009,38881009,38010640,False
Arq Bras Cardiol,38896747,38896747,38536996,False
Arq Bras Endocrinol Metabol,25627061,25627061,25166044,False
Arq Cent Estud Curso Odontol,2135771,2135771,6964949,False
Arq Bras Med,5743483,5743483,5633679,False
Arq Bras Oftalmol,38808912,38808912,37018825,False
Arq Cent Estud Fac Odontol UFMG (Belo Horiz),7039562,7039562,289351,False
Arq Cir Clin Exp,5387458,5387458,13328602,False
Arq Fac Hig Saude Publica Univ Sao Paulo,6012446,6012446,13703221,False
Arq Gastroenterol,N/A,N/A,N/A,True
Arq Hig Saude Publica,5873073,5873073,14113800,False
Aust Coll Midwives Inc J,11261200,11261200,11107372,False
Arq Inst Biol (Sao Paulo),576034,576034,1236049,False
Arq Neuropsiquiatr,38889899,38889899,38641339,False
Arq Patol,1220651,1220651,4458638,False
Arquivo,5315930,5315930,5315930,False
Artif Organs,N/A,N/A,N/A,True
Arthritis Rheum,N/A,N/A,N/A,True
Artif Limbs,4653333,4653333,5828165,False
Articulator (Syd),356856,356856,788721,False
Arzneimittelforschung,26939289,26939289,26462368,False
ASHA,10577382,10577382,9458555,False
ASHA Monogr,7888003,7888003,4462595,False
At Energy Rev,7020708,7020708,1173780,False
Ateneo Parmense 1,4671503,4671503,4671503,False
Atherosclerosis,N/A,N/A,N/A,True
Atlas Radiol Clin Presse Med,5394277,5394277,5844277,False
Atmos Environ,11542111,11542111,1131313,False
Atti Accad Fisiocrit Siena Med Fis,5761358,5761358,5760341,False
Atti Accad Med Lomb,1234858,1234858,5538532,False
Atti Accad Fisiocrit Siena,5407642,5407642,5407636,False
Atti Mem Accad Stor Arte Sanit,5997952,5997952,14184498,False
Assoc Soc Manager,10285959,10285959,10242469,False
Atti Soc Ital Cardiol,7396804,7396804,687229,False
Articulator (Columb),294901,294901,294901,False
Attual Ostet Ginecol,5408632,5408632,5616111,False
Asia Oceania J Obstet Gynaecol,7832678,7832678,7510948,False
AUAA J,11659400,11659400,3646874,False
Audiology,11781046,11781046,10548373,False
Aust Clin Rev,8317973,8317973,2130813,False
Aust Dent J,N/A,N/A,N/A,True
Aust Fam Physician,29464235,29464235,28697295,False
Assertive Nurse,7039586,7039586,7002135,False
Aust J Biol Sci,3271386,3271386,3662967,False
Aust J Exp Biol Med Sci,3593125,3593125,2421701,False
Auris Nasus Larynx,N/A,N/A,N/A,True
Aust J Ophthalmol,6597703,6597703,6487181,False
Aust Health Rev,38914423,38914423,38029447,False
Aust Hosp,10296620,10296620,10280656,False
Aust Nurses J,8216058,8216058,1492820,False
Australas Phys Eng Sci Med,31912461,31912461,31898242,False
Aust N Z J Med,11198592,11198592,10868541,False
Aust N Z J Obstet Gynaecol,N/A,N/A,N/A,True
Aust N Z J Psychiatry,38912687,38912687,38084609,False
Auxiliaire,6913405,6913405,247988,False
